City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
260,Ryde,50.73,-1.1621,57.78,86,1,1.99,GB,2021-10-25 00:50:02,clear sky
261,San Quintin,30.4833,-115.95,64.6,77,12,13.29,MX,2021-10-25 00:50:02,few clouds
262,San Cristobal,7.7669,-72.225,73.58,95,79,2.13,VE,2021-10-25 00:50:03,broken clouds
263,Vardo,70.3705,31.1107,34.41,59,59,7.31,NO,2021-10-25 00:50:04,light rain
264,Panguna,-6.3164,155.4848,81.52,62,50,1.3,PG,2021-10-25 00:50:05,light rain
265,Manzhouli,49.6,117.4333,38.14,64,21,9.86,CN,2021-10-25 00:50:05,few clouds
266,Chum Phae,16.5443,102.0992,73.22,84,95,2.01,TH,2021-10-25 00:50:06,overcast clouds
267,Tunceli,39.1083,39.5471,50.23,25,18,4.63,TR,2021-10-25 00:50:07,few clouds
268,Ondjiva,-17.0667,15.7333,67.77,23,5,4.85,AO,2021-10-25 00:50:07,clear sky
269,Sibolga,1.7427,98.7792,79.0,81,100,0.87,ID,2021-10-25 00:50:08,overcast clouds
270,Stornoway,58.2093,-6.3865,48.92,87,40,16.11,GB,2021-10-25 00:50:08,scattered clouds
271,Englehart,47.8169,-79.8664,42.82,93,90,4.61,CA,2021-10-25 00:46:47,overcast clouds
272,Laguna,38.421,-121.4238,62.64,95,90,4.0,US,2021-10-25 00:48:27,heavy intensity rain
273,Ahipara,-35.1667,173.1667,66.6,69,9,7.02,NZ,2021-10-25 00:50:08,clear sky
274,Ostrovnoy,68.0531,39.5131,34.03,67,99,15.48,RU,2021-10-25 00:50:09,light rain
275,Yermish,54.7678,42.2711,31.77,75,95,14.72,RU,2021-10-25 00:50:09,overcast clouds
276,Rosarno,38.4841,15.979,66.36,87,100,8.08,IT,2021-10-25 00:50:10,overcast clouds
277,Faya,18.3851,42.4509,55.51,60,6,2.21,SA,2021-10-25 00:50:10,clear sky
278,Hami,42.8,93.45,42.46,36,0,6.44,CN,2021-10-25 00:50:10,clear sky
279,Baherden,38.4362,57.4316,54.64,46,71,1.9,TM,2021-10-25 00:50:11,broken clouds
280,Hofn,64.2539,-15.2082,41.4,82,100,18.25,IS,2021-10-25 00:50:11,overcast clouds
281,Presidencia Roque Saenz Pena,-26.7852,-60.4388,62.76,48,0,5.03,AR,2021-10-25 00:50:11,clear sky
282,Naze,28.3667,129.4833,65.32,80,62,2.84,JP,2021-10-25 00:47:06,broken clouds
283,Laibin,23.7,109.2667,65.46,55,6,10.13,CN,2021-10-25 00:50:12,clear sky
284,Mahuva,21.0914,71.7622,75.43,75,25,6.93,IN,2021-10-25 00:50:12,scattered clouds
285,Rawson,-43.3002,-65.1023,63.45,34,100,38.9,AR,2021-10-25 00:50:12,overcast clouds
286,Guanica,17.9716,-66.908,81.14,84,9,1.99,PR,2021-10-25 00:50:13,clear sky
287,Bonavista,48.6499,-53.1147,55.11,81,100,25.75,CA,2021-10-25 00:50:13,overcast clouds
288,Ust-Tsilma,65.441,52.1498,27.99,86,100,5.79,RU,2021-10-25 00:50:13,overcast clouds
289,Byron Bay,-28.65,153.6167,78.87,81,95,3.2,AU,2021-10-25 00:50:14,overcast clouds
290,Roma,43.2128,-75.4557,53.83,79,1,4.61,US,2021-10-25 00:48:59,clear sky
291,Carbonia,39.1672,8.5222,61.75,82,100,5.14,IT,2021-10-25 00:50:14,overcast clouds
292,Tyup,42.7276,78.3648,29.88,63,0,3.24,KG,2021-10-25 00:50:15,clear sky
293,Yulara,-25.2406,130.9889,76.84,25,0,16.11,AU,2021-10-25 00:50:15,clear sky
294,Ende,-8.8432,121.6623,86.38,67,66,2.48,ID,2021-10-25 00:50:15,broken clouds
295,Cockburn Town,21.4612,-71.1419,80.56,74,40,10.36,TC,2021-10-25 00:50:16,scattered clouds
296,Redcliffe,-27.2307,153.0973,83.43,63,20,10.36,AU,2021-10-25 00:50:16,few clouds
297,Korla,41.7597,86.1469,45.03,41,0,3.74,CN,2021-10-25 00:50:16,clear sky
298,Soledar,48.6794,38.089,40.6,71,95,11.01,UA,2021-10-25 00:50:17,overcast clouds
299,Ampanihy,-24.7,44.75,67.6,97,39,6.08,MG,2021-10-25 00:50:17,scattered clouds
300,Novyy Urgal,51.0736,132.5642,37.45,75,10,1.36,RU,2021-10-25 00:50:17,clear sky
301,Ipojuca,-8.3989,-35.0639,80.51,78,4,6.64,BR,2021-10-25 00:50:18,clear sky
302,Hithadhoo,-0.6,73.0833,83.03,69,21,15.66,MV,2021-10-25 00:50:18,few clouds
303,Curup,-3.4667,102.5333,69.19,98,100,1.48,ID,2021-10-25 00:50:18,overcast clouds
304,Barra Do Corda,-5.5,-45.25,80.69,73,93,2.59,BR,2021-10-25 00:50:19,overcast clouds
305,Smithers,54.7804,-127.1743,37.72,75,75,3.44,CA,2021-10-25 00:50:20,broken clouds
306,Poum,-20.2333,164.0167,76.15,69,6,10.22,NC,2021-10-25 00:50:20,clear sky
307,Hof,50.3167,11.9167,41.5,80,6,5.99,DE,2021-10-25 00:50:20,clear sky
308,Nabire,-3.3667,135.4833,81.7,79,100,1.9,ID,2021-10-25 00:49:18,overcast clouds
309,Shizunai,42.3339,142.3669,56.57,64,0,4.16,JP,2021-10-25 00:50:21,clear sky
310,San Benito,36.6166,-121.0844,59.14,76,100,18.32,US,2021-10-25 00:50:21,overcast clouds
311,Bani,18.2833,-70.3333,77.22,79,7,8.48,DO,2021-10-25 00:50:22,clear sky
312,Karratha,-20.7377,116.8463,88.29,25,0,10.02,AU,2021-10-25 00:50:22,clear sky
313,Imeni Poliny Osipenko,52.4201,136.4853,37.74,81,17,9.06,RU,2021-10-25 00:50:22,few clouds
314,Sucua,-2.4667,-78.1667,68.97,98,16,3.67,EC,2021-10-25 00:50:23,light rain
315,Shelbyville,35.4834,-86.4603,69.24,70,1,9.22,US,2021-10-25 00:50:23,clear sky
316,Jiaojiang,28.6803,121.4428,66.0,71,31,11.1,CN,2021-10-25 00:50:24,light rain
317,Holme,56.1138,10.1725,44.17,89,22,8.16,DK,2021-10-25 00:50:24,few clouds
318,Grindavik,63.8424,-22.4338,44.55,100,90,5.75,IS,2021-10-25 00:50:24,light rain
319,Gat,31.61,34.7642,68.68,100,4,3.31,IL,2021-10-25 00:50:25,clear sky
320,Belaya Gora,68.5333,146.4167,1.87,92,100,1.07,RU,2021-10-25 00:50:25,overcast clouds
321,Gambo,4.6482,22.2633,69.06,99,100,1.43,CF,2021-10-25 00:50:26,overcast clouds
322,Bengkulu,-3.8004,102.2655,74.52,94,100,2.73,ID,2021-10-25 00:50:26,overcast clouds
323,Bathsheba,13.2167,-59.5167,83.01,74,75,21.85,BB,2021-10-25 00:50:26,broken clouds
324,Muroto,33.2833,134.15,57.24,90,100,17.45,JP,2021-10-25 00:50:27,overcast clouds
325,Vila Velha,-20.3297,-40.2925,80.55,78,40,11.5,BR,2021-10-25 00:50:27,scattered clouds
326,Shimoda,34.6667,138.95,64.51,65,100,13.8,JP,2021-10-25 00:50:27,overcast clouds
327,Adrar,20.5022,-10.0711,81.36,22,7,7.9,MR,2021-10-25 00:50:28,clear sky
328,Magadan,59.5667,150.8,28.49,92,100,5.73,RU,2021-10-25 00:50:28,light snow
329,Blairmore,49.6,-114.4353,47.32,70,100,0.0,CA,2021-10-25 00:50:28,overcast clouds
330,Zaysan,47.4667,84.8667,34.7,40,0,1.1,KZ,2021-10-25 00:50:29,clear sky
331,Jucuaran,13.2539,-88.2478,69.22,95,51,1.12,SV,2021-10-25 00:50:29,broken clouds
332,Sheridan,44.8333,-106.9173,55.78,46,1,1.01,US,2021-10-25 00:50:29,clear sky
333,Vanavara,60.34,102.2797,33.91,79,82,12.03,RU,2021-10-25 00:50:30,broken clouds
334,Jumla,29.2747,82.1838,42.76,70,0,4.52,NP,2021-10-25 00:50:30,clear sky
335,Vestmannaeyjar,63.4427,-20.2734,44.62,90,100,2.26,IS,2021-10-25 00:50:31,overcast clouds
336,Lazaro Cardenas,17.9583,-102.2,77.22,93,100,5.77,MX,2021-10-25 00:50:31,overcast clouds
337,Kirensk,57.7853,108.1119,39.6,87,100,12.77,RU,2021-10-25 00:50:31,overcast clouds
338,Anadyr,64.75,177.4833,9.1,85,90,6.71,RU,2021-10-25 00:50:32,overcast clouds
339,Wanning,18.8003,110.3967,73.06,81,100,11.36,CN,2021-10-25 00:50:32,overcast clouds
340,Jucurutu,-6.0339,-37.0203,83.32,57,93,7.76,BR,2021-10-25 00:50:33,overcast clouds
341,Tuatapere,-46.1333,167.6833,64.42,76,100,3.33,NZ,2021-10-25 00:48:57,overcast clouds
342,Sitka,57.0531,-135.33,49.89,57,40,0.0,US,2021-10-25 00:50:33,scattered clouds
343,Port Hardy,50.6996,-127.4199,51.8,81,75,24.16,CA,2021-10-25 00:50:34,broken clouds
344,Abu Zabad,12.35,29.25,85.46,21,94,13.78,SD,2021-10-25 00:50:34,overcast clouds
345,Eirunepe,-6.6603,-69.8736,79.47,75,47,2.77,BR,2021-10-25 00:50:34,scattered clouds
346,Kruisfontein,-34.0033,24.7314,47.88,84,0,3.44,ZA,2021-10-25 00:50:35,clear sky
347,Cabo San Lucas,22.8909,-109.9124,85.3,78,3,9.66,MX,2021-10-25 00:50:35,clear sky
348,Zyryanka,65.75,150.85,5.83,70,100,4.74,RU,2021-10-25 00:50:36,overcast clouds
349,La Rioja,42.25,-2.5,41.49,44,0,6.02,ES,2021-10-25 00:46:29,clear sky
350,Boa Vista,2.8197,-60.6733,87.78,58,20,5.75,BR,2021-10-25 00:50:36,few clouds
351,Pangnirtung,66.1451,-65.7125,21.02,89,100,2.48,CA,2021-10-25 00:50:37,overcast clouds
352,Marataizes,-21.0433,-40.8244,75.43,91,100,3.06,BR,2021-10-25 00:50:37,overcast clouds
353,Sorong,-0.8833,131.25,82.44,79,100,8.25,ID,2021-10-25 00:50:38,overcast clouds
354,Lingao,19.9103,109.6859,73.29,76,100,12.77,CN,2021-10-25 00:50:38,overcast clouds
355,Santona,43.4439,-3.4576,57.43,68,64,5.1,ES,2021-10-25 00:50:38,broken clouds
356,Alofi,-19.0595,-169.9187,82.29,51,32,18.41,NU,2021-10-25 00:50:39,light rain
357,Yuzhno-Sukhokumsk,44.6581,45.6436,53.82,53,100,18.03,RU,2021-10-25 00:50:39,overcast clouds
358,Yerofey Pavlovich,53.9667,121.9667,35.6,76,98,1.88,RU,2021-10-25 00:50:40,overcast clouds
359,Ust-Kuyga,70.0167,135.6,4.15,95,100,2.77,RU,2021-10-25 00:50:40,overcast clouds
360,Khuzhir,53.1939,107.3397,42.21,74,100,13.27,RU,2021-10-25 00:50:40,overcast clouds
361,Kinsale,51.7075,-8.5306,49.23,93,40,9.22,IE,2021-10-25 00:50:41,scattered clouds
362,Ziri,46.0422,14.1072,41.27,90,88,4.52,SI,2021-10-25 00:50:41,overcast clouds
363,Bundaberg,-24.85,152.35,82.69,61,40,10.36,AU,2021-10-25 00:50:41,scattered clouds
364,Cocoa,28.3861,-80.742,79.09,88,90,1.99,US,2021-10-25 00:50:42,overcast clouds
365,Namatanai,-3.6667,152.4333,85.95,65,53,4.21,PG,2021-10-25 00:50:42,broken clouds
366,Nikolskoye,59.7035,30.7861,35.87,80,100,9.33,RU,2021-10-25 00:50:42,light snow
367,Auki,-8.7676,160.7034,84.25,73,38,3.06,SB,2021-10-25 00:50:43,scattered clouds
368,Maarianhamina,60.0973,19.9348,49.86,76,75,12.66,AX,2021-10-25 00:50:43,broken clouds
369,Kemijarvi,66.7131,27.4306,26.19,94,100,5.48,FI,2021-10-25 00:50:44,light snow
370,Calama,-22.4667,-68.9333,51.44,14,0,2.33,CL,2021-10-25 00:50:44,clear sky
371,Dinghai,26.2847,119.7936,68.92,69,29,11.43,CN,2021-10-25 00:50:44,scattered clouds
372,Hit,33.6416,42.8251,67.8,29,0,7.0,IQ,2021-10-25 00:50:45,clear sky
373,Burpengary,-27.1575,152.9576,83.28,60,74,7.07,AU,2021-10-25 00:50:45,broken clouds
374,Saint-Denis,48.9167,2.3333,52.09,82,0,4.61,FR,2021-10-25 00:50:46,clear sky
375,Faanui,-16.4833,-151.75,75.78,90,100,11.03,PF,2021-10-25 00:50:46,moderate rain
376,Zyryanovsk,49.7386,84.2719,31.84,75,17,1.25,KZ,2021-10-25 00:50:46,few clouds
377,Bongandanga,1.5,21.05,70.79,98,100,1.68,CD,2021-10-25 00:50:47,overcast clouds
378,Esperance,-33.8667,121.9,71.44,35,100,13.67,AU,2021-10-25 00:49:59,overcast clouds
379,Palmas,-10.2128,-48.3603,76.87,100,75,2.3,BR,2021-10-25 00:50:47,broken clouds
380,Barra Do Garcas,-15.89,-52.2567,72.16,90,100,6.55,BR,2021-10-25 00:50:47,overcast clouds
381,Port Augusta,-32.5,137.7667,72.72,21,0,5.57,AU,2021-10-25 00:50:48,clear sky
382,Ishigaki,24.3448,124.1572,75.33,83,75,9.22,JP,2021-10-25 00:50:48,broken clouds
383,Sivaki,52.6333,126.75,39.81,71,100,2.93,RU,2021-10-25 00:50:48,overcast clouds
384,Wewak,-3.5534,143.6268,85.08,67,99,6.13,PG,2021-10-25 00:50:49,overcast clouds
385,Douentza,14.9951,-2.9517,86.92,43,35,8.21,ML,2021-10-25 00:50:49,scattered clouds
386,Muravlenko,63.7898,74.523,22.15,92,87,8.72,RU,2021-10-25 00:48:12,overcast clouds
387,Suntar,62.1444,117.6319,34.27,98,100,6.29,RU,2021-10-25 00:50:50,overcast clouds
388,Vao,-22.6667,167.4833,70.65,69,17,10.07,NC,2021-10-25 00:50:50,few clouds
389,Chontalpa,17.7,-93.5167,79.97,88,67,4.56,MX,2021-10-25 00:50:51,broken clouds
390,Port Moresby,-9.4431,147.1797,87.22,70,40,11.5,PG,2021-10-25 00:50:34,haze
391,Verkhnyaya Inta,65.9811,60.3094,25.48,96,100,9.55,RU,2021-10-25 00:50:51,light snow
392,Dyersburg,36.0345,-89.3856,75.34,60,1,12.66,US,2021-10-25 00:50:51,clear sky
393,Vieste,41.8825,16.175,54.1,58,34,6.44,IT,2021-10-25 00:50:52,scattered clouds
394,Araouane,18.9048,-3.5265,88.41,23,95,9.42,ML,2021-10-25 00:50:52,overcast clouds
395,Tarko-Sale,64.9225,77.785,22.57,89,41,14.92,RU,2021-10-25 00:50:53,scattered clouds
396,Vagur,61.4732,-6.8119,49.05,87,98,24.43,FO,2021-10-25 00:50:53,overcast clouds
397,Flin Flon,54.7682,-101.865,37.22,77,5,10.2,CA,2021-10-25 00:50:53,clear sky
398,Ambon,-3.6954,128.1814,89.74,70,20,3.44,ID,2021-10-25 00:50:54,few clouds
399,Karangampel,-6.4622,108.4519,84.36,66,5,5.41,ID,2021-10-25 00:50:54,clear sky
400,Batsfjord,70.6345,29.7185,27.1,79,15,5.21,NO,2021-10-25 00:50:54,few clouds
401,Dauriya,49.9333,116.8667,31.57,83,10,5.55,RU,2021-10-25 00:50:55,clear sky
402,Kandrian,-6.2167,149.55,86.86,65,23,6.35,PG,2021-10-25 00:50:55,few clouds
403,Puerto Carreno,6.189,-67.4859,80.58,73,100,8.34,CO,2021-10-25 00:50:07,moderate rain
404,Bereda,43.2686,-7.5406,51.55,99,66,1.95,ES,2021-10-25 00:50:56,broken clouds
405,Atakpame,7.5333,1.1333,72.05,92,20,2.91,TG,2021-10-25 00:50:56,few clouds
406,Kizukuri,40.8061,140.3861,61.21,67,91,1.23,JP,2021-10-25 00:50:56,overcast clouds
407,Serebryansk,49.6925,83.2892,35.15,77,12,4.99,KZ,2021-10-25 00:50:57,few clouds
408,Luganville,-15.5333,167.1667,82.2,76,49,9.04,VU,2021-10-25 00:50:57,scattered clouds
409,Haines Junction,60.7522,-137.5108,35.55,69,19,1.14,CA,2021-10-25 00:50:58,few clouds
410,Ponta Delgada,37.7333,-25.6667,63.32,77,20,6.91,PT,2021-10-25 00:50:58,few clouds
411,Bestobe,52.4994,73.0975,44.51,47,100,18.1,KZ,2021-10-25 00:50:59,overcast clouds
412,Jalu,29.0331,21.5482,71.51,35,23,13.09,LY,2021-10-25 00:50:59,few clouds
413,Mecca,21.4267,39.8261,78.62,60,0,1.61,SA,2021-10-25 00:50:59,clear sky
414,Catuday,16.2923,119.8062,80.87,71,100,7.85,PH,2021-10-25 00:51:00,overcast clouds
415,Elena,42.9333,25.8833,39.31,74,2,2.53,BG,2021-10-25 00:51:00,clear sky
416,Lusambo,-4.9667,23.45,69.58,99,100,2.95,CD,2021-10-25 00:51:01,moderate rain
417,Eraclea,45.5806,12.6756,50.56,81,100,8.14,IT,2021-10-25 00:51:02,overcast clouds
418,Vila Franca Do Campo,37.7167,-25.4333,63.01,79,1,4.12,PT,2021-10-25 00:51:02,clear sky
419,Fiumicino,41.7675,12.2291,62.94,62,0,10.36,IT,2021-10-25 00:51:03,clear sky
420,Coquimbo,-29.9533,-71.3436,56.93,88,0,4.61,CL,2021-10-25 00:50:28,clear sky
421,Ilhabela,-23.7781,-45.3581,67.87,89,100,5.06,BR,2021-10-25 00:51:03,moderate rain
422,Nador,35.174,-2.9287,62.85,88,40,3.44,MA,2021-10-25 00:51:03,scattered clouds
423,Catacocha,-4.0667,-79.6333,59.58,87,100,2.98,EC,2021-10-25 00:51:04,light rain
424,Lavumisa,-27.31,31.892,59.79,80,75,4.16,SZ,2021-10-25 00:51:04,broken clouds
425,Moerai,-22.4333,-151.3333,72.77,67,3,15.88,PF,2021-10-25 00:51:05,clear sky
426,Ambulu,-8.345,113.6058,83.89,62,91,2.66,ID,2021-10-25 00:51:05,overcast clouds
427,Kampot,10.6167,104.1833,84.25,87,100,9.51,KH,2021-10-25 00:51:06,overcast clouds
428,Stykkisholmur,65.0757,-22.7297,40.48,90,100,14.03,IS,2021-10-25 00:51:06,moderate rain
429,Abu Samrah,35.3029,37.1841,61.23,69,0,2.68,SY,2021-10-25 00:51:06,clear sky
430,Nikko,36.75,139.6167,50.95,64,100,4.43,JP,2021-10-25 00:51:06,overcast clouds
431,Williston,48.147,-103.618,45.01,83,100,5.01,US,2021-10-25 00:48:53,overcast clouds
432,Benemerito De Las Americas,16.5167,-90.6439,78.48,86,100,2.01,MX,2021-10-25 00:51:07,overcast clouds
433,Pingdu,36.7844,119.9464,49.44,52,1,2.39,CN,2021-10-25 00:51:07,clear sky
434,Hokitika,-42.7167,170.9667,61.45,82,96,8.55,NZ,2021-10-25 00:51:08,overcast clouds
435,Dudinka,69.4058,86.1778,26.6,97,100,9.15,RU,2021-10-25 00:51:08,light snow
436,Vaitape,-16.5167,-151.75,75.81,90,100,11.45,PF,2021-10-25 00:51:09,moderate rain
437,Tecoanapa,16.5167,-98.75,77.77,88,88,5.77,MX,2021-10-25 00:48:34,overcast clouds
438,Castelo Branco,39.8222,-7.4909,49.8,64,5,1.9,PT,2021-10-25 00:51:09,clear sky
439,Pringsewu,-5.3582,104.9744,80.82,84,96,2.71,ID,2021-10-25 00:51:10,overcast clouds
440,Tupancireta,-29.0806,-53.8358,52.7,70,0,1.9,BR,2021-10-25 00:51:10,clear sky
441,Sakakah,29.9697,40.2064,63.97,33,0,6.78,SA,2021-10-25 00:51:10,clear sky
442,Zhigansk,66.7697,123.3711,16.9,96,96,5.3,RU,2021-10-25 00:50:20,overcast clouds
443,Tateyama,34.9833,139.8667,64.09,56,64,11.81,JP,2021-10-25 00:51:11,broken clouds
444,Kangaatsiaq,68.3065,-53.4641,18.39,92,99,8.21,GL,2021-10-25 00:51:11,overcast clouds
445,Ahome,25.9167,-109.1833,82.35,71,0,7.45,MX,2021-10-25 00:51:12,clear sky
446,Sambava,-14.2667,50.1667,75.16,88,98,8.68,MG,2021-10-25 00:47:05,light rain
447,Kabalo,-6.05,26.9167,68.0,95,100,1.41,CD,2021-10-25 00:51:12,overcast clouds
448,Walvis Bay,-22.9575,14.5053,59.09,88,0,6.91,NA,2021-10-25 00:51:13,clear sky
449,Basco,20.4487,121.9702,79.83,80,34,17.09,PH,2021-10-25 00:51:13,scattered clouds
450,Derzhavinsk,51.1,66.3167,43.57,48,100,11.99,KZ,2021-10-25 00:51:13,overcast clouds
451,Pitimbu,-7.4706,-34.8086,79.39,77,50,8.01,BR,2021-10-25 00:51:14,scattered clouds
452,Necochea,-38.5473,-58.7368,62.04,45,0,18.99,AR,2021-10-25 00:51:14,clear sky
453,Caledon East,43.8691,-79.8669,52.88,68,100,1.57,CA,2021-10-25 00:51:15,overcast clouds
454,Makakilo City,21.3469,-158.0858,86.32,54,20,11.5,US,2021-10-25 00:48:48,few clouds
455,Ancud,-41.8697,-73.8203,54.43,85,100,18.66,CL,2021-10-25 00:46:39,overcast clouds
456,Muros,42.7762,-9.0603,58.08,93,46,2.95,ES,2021-10-25 00:51:15,scattered clouds
457,Loa Janan,-0.583,117.095,80.82,84,100,3.53,ID,2021-10-25 00:51:16,overcast clouds
458,Port Hedland,-20.3167,118.5667,87.85,23,0,6.91,AU,2021-10-25 00:51:16,clear sky
459,Elk City,35.412,-99.4043,70.29,59,1,0.0,US,2021-10-25 00:51:16,haze
460,Kargopol,61.5071,38.9456,26.28,86,42,4.83,RU,2021-10-25 00:51:17,scattered clouds
461,Solnechnyy,50.7214,136.6319,44.46,65,0,2.55,RU,2021-10-25 00:51:17,clear sky
462,Bowen,-20.0167,148.2333,88.02,62,16,10.51,AU,2021-10-25 00:51:17,few clouds
463,Pilar,-9.5972,-35.9567,76.93,86,55,6.42,BR,2021-10-25 00:51:18,broken clouds
464,Bom Jesus Da Lapa,-13.255,-43.4181,81.52,62,100,6.06,BR,2021-10-25 00:50:36,overcast clouds
465,Sisimiut,66.9395,-53.6735,17.94,79,28,10.04,GL,2021-10-25 00:51:18,scattered clouds
466,Kahului,20.8947,-156.47,84.22,73,40,24.16,US,2021-10-25 00:51:17,scattered clouds
467,Platonovka,52.7106,41.952,31.41,79,85,14.92,RU,2021-10-25 00:51:19,light snow
468,Homer,59.6425,-151.5483,46.29,80,1,10.36,US,2021-10-25 00:49:52,light rain
469,Salta,-24.7859,-65.4117,73.69,37,20,4.0,AR,2021-10-25 00:51:19,few clouds
470,Samana,19.2056,-69.3369,77.67,82,8,6.96,DO,2021-10-25 00:51:19,clear sky
471,Miragoane,18.4423,-73.0876,80.15,77,33,5.61,HT,2021-10-25 00:51:20,scattered clouds
472,Shetpe,44.1667,52.1167,49.28,32,43,1.05,KZ,2021-10-25 00:51:20,scattered clouds
473,Chara,56.9064,118.2631,31.6,62,100,1.48,RU,2021-10-25 00:51:20,overcast clouds
474,Hamilton,39.1834,-84.5333,70.99,84,1,1.01,US,2021-10-25 00:51:21,clear sky
475,Traverse City,44.7631,-85.6206,48.27,78,90,9.22,US,2021-10-25 00:51:21,overcast clouds
476,Bud,39.447,-86.1758,71.69,88,8,18.41,US,2021-10-25 00:51:21,clear sky
477,Amberley,39.2048,-84.428,70.3,84,1,1.99,US,2021-10-25 00:51:22,clear sky
478,Kismayo,-0.3582,42.5454,78.71,86,0,10.85,SO,2021-10-25 00:51:22,clear sky
479,Kurayoshi,35.4333,133.8167,53.51,62,100,1.19,JP,2021-10-25 00:51:22,moderate rain
480,Kyrksaeterora,63.2906,9.0891,48.85,86,91,5.06,NO,2021-10-25 00:51:23,overcast clouds
481,Kolpny,52.2282,37.0368,30.38,90,15,9.4,RU,2021-10-25 00:51:23,few clouds
482,Ranong,9.9658,98.6348,76.93,82,84,4.25,TH,2021-10-25 00:51:24,broken clouds
483,Governador Valadares,-18.8511,-41.9494,73.72,91,100,2.24,BR,2021-10-25 00:47:23,moderate rain
484,Puerto Ayacucho,5.6639,-67.6236,77.77,88,100,2.55,VE,2021-10-25 00:51:24,heavy intensity rain
485,Henties Bay,-22.116,14.2845,58.86,90,0,5.88,NA,2021-10-25 00:47:20,clear sky
486,Mosquera,4.7059,-74.2302,57.29,94,40,3.44,CO,2021-10-25 00:51:25,scattered clouds
487,Fredericton,45.9454,-66.6656,42.04,65,1,1.01,CA,2021-10-25 00:51:23,clear sky
488,Novikovo,51.1537,37.8879,32.52,76,8,10.45,RU,2021-10-25 00:51:25,clear sky
489,Sabya,17.1495,42.6254,83.82,67,5,1.54,SA,2021-10-25 00:51:26,clear sky
490,Santa Cruz,-17.8,-63.1667,67.46,83,75,4.61,BO,2021-10-25 00:51:26,broken clouds
491,Teguise,29.0605,-13.564,68.22,73,75,10.36,ES,2021-10-25 00:51:27,broken clouds
492,Ambanja,-13.6833,48.45,74.01,87,7,2.62,MG,2021-10-25 00:51:27,clear sky
493,Lorengau,-2.0226,147.2712,83.08,77,34,7.31,PG,2021-10-25 00:51:28,scattered clouds
494,Tura,25.5198,90.2201,68.25,89,0,2.37,IN,2021-10-25 00:51:28,clear sky
495,Sawtell,-30.3833,153.1,76.19,74,17,13.8,AU,2021-10-25 00:51:29,few clouds
496,Verkhoyansk,67.5447,133.385,4.41,98,100,0.98,RU,2021-10-25 00:51:29,overcast clouds
497,Grand Gaube,-20.0064,57.6608,74.37,71,90,5.99,MU,2021-10-25 00:51:30,overcast clouds
498,Leh,34.1667,77.5833,26.96,87,76,4.03,IN,2021-10-25 00:49:04,broken clouds
499,Abaete,-19.16,-45.4458,76.93,64,100,1.86,BR,2021-10-25 00:51:30,overcast clouds
500,Mount Isa,-20.7333,139.5,83.97,48,99,6.91,AU,2021-10-25 00:51:30,overcast clouds
501,Majene,-3.5403,118.9707,84.0,73,71,4.18,ID,2021-10-25 00:51:31,broken clouds
502,Moultrie,31.1799,-83.7891,73.81,73,1,0.0,US,2021-10-25 00:51:31,clear sky
503,Nome,64.5011,-165.4064,32.16,86,90,17.27,US,2021-10-25 00:50:21,overcast clouds
504,Eyrarbakki,63.863,-21.1481,44.65,86,100,13.6,IS,2021-10-25 00:51:32,light rain
505,Saint-Pierre,-21.3393,55.4781,71.28,77,40,6.91,RE,2021-10-25 00:48:14,scattered clouds
506,Anloga,5.7947,0.8973,79.02,82,0,7.81,GH,2021-10-25 00:51:16,clear sky
507,Havre-Saint-Pierre,50.2334,-63.5986,48.2,76,90,14.97,CA,2021-10-25 00:51:32,overcast clouds
508,Manyana,-23.4,21.7167,61.45,29,0,7.43,BW,2021-10-25 00:51:33,clear sky
509,Katangli,51.7102,143.2326,44.02,73,27,10.47,RU,2021-10-25 00:51:33,scattered clouds
510,Kyabram,-36.3167,145.05,59.88,42,5,13.6,AU,2021-10-25 00:51:33,clear sky
511,Muli,2.9167,73.5667,82.8,73,100,12.84,MV,2021-10-25 00:51:34,overcast clouds
512,Tsumeb,-19.2333,17.7167,65.75,14,4,8.63,NA,2021-10-25 00:51:34,clear sky
513,Tocopilla,-22.092,-70.1979,60.31,72,11,2.75,CL,2021-10-25 00:49:36,few clouds
514,Gravdal,68.1214,13.5031,39.69,95,100,17.05,NO,2021-10-25 00:51:35,light rain
515,Iacu,-12.7672,-40.2117,76.32,86,100,3.62,BR,2021-10-25 00:51:35,light rain
516,Noumea,-22.2763,166.4572,81.0,99,45,15.84,NC,2021-10-25 00:51:35,scattered clouds
517,Poykovskiy,61.2333,73.3333,28.69,93,0,6.71,RU,2021-10-25 00:51:36,clear sky
518,Rosario,-32.9468,-60.6393,69.84,45,0,1.99,AR,2021-10-25 00:48:04,clear sky
519,Sao Raimundo Das Mangabeiras,-7.0219,-45.4811,79.84,72,14,4.23,BR,2021-10-25 00:51:36,few clouds
520,Itarema,-2.9248,-39.9167,79.54,75,3,14.56,BR,2021-10-25 00:51:37,clear sky
521,Arman,59.7,150.1667,25.47,81,100,3.56,RU,2021-10-25 00:51:37,overcast clouds
522,Mnogovershinnyy,53.9353,139.9242,38.73,77,30,4.99,RU,2021-10-25 00:51:37,scattered clouds
523,Latung,5.5,120.8833,82.2,75,32,5.37,PH,2021-10-25 00:51:38,scattered clouds
